shipment_id,shipment_date_key,product_id,origin_id,destination_id,equipment_id,carrier_id,weight,weight_uom,planned_delivery_date,actual_delivery_date,transit_time
15729,20250227,7,202,201,2,3,7274.3,KG,2025-03-01,2025-02-28,2
15730,20250901,9,105,600004,7,6,18481.6,KG,2025-09-03,2025-09-03,2
15731,20251103,4,105,201,8,8,2292.3,KG,2025-11-10,2025-11-14,7
15732,20250121,7,102,104,7,6,2010.9,KG,2025-01-26,2025-01-26,5
15733,20251204,5,204,101,4,7,1154.8,KG,2026-01-07,2026-01-06,34
15734,20250829,4,103,201,6,7,3687.6,KG,2025-09-17,2025-09-17,19
15735,20250623,5,203,600008,3,1,643.3,KG,2025-06-26,2025-06-24,3
15736,20250824,2,300007,104,7,2,12272.0,KG,2025-08-29,2025-08-29,5
15737,20250415,2,203,600006,8,8,23334.6,KG,2025-04-25,2025-04-22,10
15738,20250815,8,202,600008,7,2,1988.8,KG,2025-08-18,2025-08-16,3
15739,20250725,1,103,600001,4,5,12773.9,KG,2025-08-28,2025-08-28,34
15740,20251017,5,300010,600005,2,3,762.4,KG,2025-10-23,2025-11-01,6
15741,20250815,7,102,103,7,6,23012.0,KG,2025-08-17,2025-08-14,2
15742,20250923,7,300003,600002,7,6,23820.9,KG,2025-09-28,2025-09-26,5
15743,20250213,8,205,600008,7,2,5034.3,KG,2025-02-17,2025-02-14,4
15744,20250225,5,203,600007,7,6,2859.4,KG,2025-02-28,2025-03-04,3
15745,20250630,11,300005,105,2,1,1974.6,KG,2025-07-06,2025-07-03,6
15746,20251204,5,103,600010,4,7,1485.7,KG,2025-12-21,2025-12-26,17
15747,20251217,11,203,600007,5,1,1700.4,KG,2026-01-14,2026-01-12,28
15748,20251209,7,300006,203,4,7,7768.9,KG,2025-12-31,2025-12-31,22
15749,20250325,3,300006,101,2,2,5588.4,KG,2025-03-30,2025-03-28,5
15750,20250715,7,203,101,7,2,11648.5,KG,2025-07-16,2025-07-15,1
15751,20250629,12,105,600010,8,8,644.3,KG,2025-07-04,2025-07-01,5
15752,20251211,4,300004,600005,2,7,4272.8,KG,2025-12-18,2025-12-16,7
15753,20251118,11,300009,205,1,3,1508.4,KG,2025-11-22,2025-11-19,4
15754,20250430,4,300003,600004,7,6,4436.2,KG,2025-05-03,2025-05-03,3
15755,20250501,5,300002,600004,7,6,3490.3,KG,2025-05-04,2025-05-04,3
15756,20250519,12,300003,600005,5,7,1061.5,KG,2025-06-03,2025-06-03,15
15757,20251204,2,202,600010,7,6,17239.3,KG,2025-12-08,2025-12-07,4
15758,20250114,5,300002,600002,7,6,3242.4,KG,2025-01-17,2025-01-17,3
15759,20251222,2,202,103,8,1,5719.1,KG,2026-01-02,2025-12-31,11
15760,20251020,7,204,600001,5,7,13967.0,KG,2025-11-13,2025-11-20,24
15761,20250505,7,300005,600006,4,1,23798.7,KG,2025-05-28,2025-05-28,23
15762,20250109,9,300010,600007,6,1,2806.4,KG,2025-02-03,2025-01-31,25
15763,20250101,6,105,205,8,1,184.4,KG,2025-01-12,2025-01-09,11
15764,20250808,4,202,600005,7,2,1141.0,KG,2025-08-12,2025-08-12,4
15765,20251208,7,103,102,6,5,19035.7,KG,2025-12-27,2025-12-26,19
15766,20250625,2,300001,104,4,5,13239.3,KG,2025-07-26,2025-07-23,31
15767,20251006,1,300006,204,4,5,10354.3,KG,2025-11-02,2025-11-01,27
15768,20250725,8,101,600006,2,7,3985.5,KG,2025-07-28,2025-07-26,3
15769,20250224,12,300002,201,5,1,2302.2,KG,2025-03-23,2025-03-23,27
15770,20250106,9,300006,600004,5,5,23896.3,KG,2025-01-23,2025-01-20,17
15771,20250610,2,203,201,5,1,22036.5,KG,2025-07-10,2025-07-07,30
15772,20251009,10,300010,600007,6,5,2891.1,KG,2025-11-10,2025-11-07,32
15773,20251222,10,300009,204,4,7,4152.4,KG,2026-01-25,2026-02-04,34
15774,20250321,9,101,600009,1,4,2123.5,KG,2025-03-27,2025-03-24,6
15775,20250416,4,300005,600004,5,1,2194.9,KG,2025-05-15,2025-05-12,29
15776,20251126,11,300010,201,7,2,150.6,LBS,2025-11-27,2025-11-27,1
15777,20250314,3,202,203,7,6,7695.1,KG,2025-03-17,2025-03-16,3
15778,20250528,5,105,204,8,1,4547.5,KG,2025-06-06,2025-06-05,9
15779,20250814,7,300002,202,8,1,18327.3,KG,2025-08-24,2025-08-24,10
15780,20250519,10,300002,103,8,1,1494.3,KG,2025-05-24,2025-05-23,5
15781,20250724,10,202,205,4,7,2090.4,KG,2025-08-08,2025-08-07,15
15782,20250818,5,300004,600002,4,5,1979.9,KG,2025-09-11,2025-09-26,24
15783,20251222,10,103,204,2,2,466.4,KG,2025-12-25,2025-12-25,3
15784,20250307,6,300003,600002,6,1,869.2,KG,2025-03-30,2025-03-27,23
15785,20250814,7,105,600005,4,5,12409.9,KG,2025-09-04,2025-09-04,21
15786,20250314,7,102,600005,8,8,16627.9,KG,2025-03-24,2025-04-02,10
15787,20250823,12,300007,204,8,8,211.6,KG,2025-09-01,2025-09-01,9
15788,20250806,10,300004,101,4,1,2323.1,KG,2025-08-31,2025-09-08,25
15789,20251028,4,300010,205,8,1,2055.1,KG,2025-11-04,2025-11-03,7
15790,20250225,5,201,600007,4,5,4452.8,KG,2025-03-27,2025-03-25,30
15791,20250110,11,300005,600003,8,1,788.3,KG,2025-01-17,2025-01-15,7
15792,20250920,1,101,103,7,6,13988.9,KG,2025-09-23,2025-09-22,3
15793,20250620,3,300005,600002,6,7,1910.6,KG,2025-07-16,2025-07-13,26
15794,20251010,8,300006,201,3,4,5870.8,KG,2025-10-13,2025-10-10,3
15795,20250822,2,300004,600001,3,1,22489.0,KG,2025-08-24,2025-08-23,2
15796,20251216,3,202,103,7,2,9847.8,KG,2025-12-18,2025-12-17,2
15797,20250801,10,300010,203,2,7,4115.5,KG,2025-08-07,2025-08-04,6
15798,20250426,8,104,103,5,1,4230.3,KG,2025-05-17,2025-05-15,21
15799,20250407,6,300002,600006,7,2,1647.6,KG,2025-04-12,2025-04-11,5
15800,20250605,8,205,600006,7,6,9864.9,KG,2025-06-07,2025-06-07,2
15801,20251114,7,201,101,2,4,15430.9,KG,2025-11-17,2025-11-14,3
15802,20250604,12,104,202,5,5,703.7,KG,2025-06-28,2025-06-27,24
15803,20251124,3,300007,103,7,2,9910.4,KG,2025-11-29,2025-11-26,5
15804,20250116,5,102,600003,7,6,2486.7,KG,2025-01-19,2025-01-17,3
15805,20250122,9,300008,105,8,8,24431.0,KG,2025-02-01,2025-01-30,10
15806,20251022,6,204,600004,8,8,2187.3,KG,2025-10-31,2025-10-31,9
15807,20250226,2,300009,600005,8,8,7290.2,KG,2025-03-08,2025-03-17,10
15808,20250401,12,300003,102,8,8,2004.8,KG,2025-04-06,2025-04-06,5
15809,20251231,12,105,600005,7,2,1237.8,KG,2026-01-01,2025-12-29,1
15810,20250313,6,205,600004,1,2,3033.3,KG,2025-03-18,2025-03-18,5
15811,20250602,7,300007,600009,5,7,1090.4,KG,2025-07-02,2025-06-29,30
15812,20251012,3,205,102,7,2,8097.5,KG,2025-10-17,2025-10-15,5
15813,20250731,11,300006,600009,1,4,1760.7,KG,2025-08-02,2025-07-31,2
15814,20250123,12,105,203,4,7,2705.3,KG,2025-02-16,2025-02-15,24
15815,20250729,9,300009,103,5,5,24387.8,KG,2025-08-25,2025-08-25,27
15816,20251102,1,101,204,7,6,9008.1,KG,2025-11-07,2025-11-05,5
15817,20251125,2,203,205,5,7,16767.8,KG,2025-12-24,2025-12-21,29
15818,20251211,12,300003,600010,8,8,2820.5,KG,2025-12-22,2025-12-21,11
15819,20251111,12,300007,600009,5,1,989.8,KG,2025-12-07,2025-12-05,26
15820,20250303,11,300010,105,4,1,220.5,KG,2025-03-18,2025-03-18,15
15821,20251128,7,300002,102,1,2,1687.8,KG,2025-12-04,2025-12-03,6
15822,20250227,5,103,204,2,3,3842.0,KG,2025-03-01,2025-02-28,2
15823,20251105,4,300003,600009,6,1,3989.4,KG,2025-12-02,2025-12-08,27
15824,20251104,9,300007,201,6,7,1009.8,KG,2025-11-29,2025-11-29,25
15825,20250217,3,204,600007,8,8,698.8,KG,2025-02-23,2025-03-03,6
15826,20251217,8,300009,600006,6,1,4516.7,KG,2026-01-19,2026-01-18,33
15827,20250318,1,300001,600008,6,7,14866.2,KG,2025-04-05,2025-04-04,18
15828,20250326,8,300004,600002,4,7,2108.1,KG,2025-04-14,2025-04-25,19
15829,20250613,11,202,600006,2,3,1539.8,KG,2025-06-18,2025-06-18,5
15830,20251209,10,101,204,8,1,2511.0,KG,2025-12-21,2025-12-19,12
15831,20250722,2,204,600006,5,1,9494.9,KG,2025-08-10,2025-08-07,19
15832,20251119,11,201,204,4,5,350.8,KG,2025-12-06,2025-12-10,17
15833,20250605,11,300009,600004,8,8,1686.0,KG,2025-06-17,2025-06-17,12
15834,20250611,11,300008,103,2,3,210.3,KG,2025-06-13,2025-06-13,2
15835,20250628,1,201,600008,7,6,563.2,KG,2025-07-03,2025-07-04,5
15836,20250303,10,300008,102,5,5,3023.7,KG,2025-03-20,2025-03-24,17
15837,20250716,6,104,600006,6,5,363.9,KG,2025-08-06,2025-08-12,21
15838,20251210,8,300002,103,8,8,7535.7,KG,2025-12-20,2025-12-18,10
15839,20250310,8,300001,600003,7,2,4314.0,KG,2025-03-15,2025-03-16,5
15840,20250909,1,103,205,7,6,11621.1,KG,2025-09-12,2025-09-12,3
15841,20250710,1,104,600009,4,1,17907.0,KG,2025-08-01,2025-07-30,22
15842,20250609,10,300007,600003,8,8,4765.7,KG,2025-06-20,2025-06-18,11
15843,20250707,4,203,105,7,6,2733.6,KG,2025-07-11,2025-07-10,4
15844,20250619,3,300004,202,6,1,5478.3,KG,2025-07-15,2025-07-13,26
15845,20250927,1,300002,600009,7,6,19377.0,KG,2025-09-28,2025-09-25,1
15846,20251115,7,300004,600004,7,2,10535.0,KG,2025-11-20,2025-11-25,5
15847,20251222,4,300003,600002,6,5,2849.4,KG,2026-01-17,2026-01-16,26
15848,20250903,11,205,600007,5,7,713.2,KG,2025-09-25,2025-09-26,22
15849,20250529,8,300010,205,6,7,6184.4,KG,2025-06-19,2025-06-16,21
15850,20250624,7,300002,600006,7,2,20368.9,KG,2025-06-29,2025-06-28,5
15851,20250916,4,300004,201,5,1,213.1,KG,2025-10-09,2025-10-11,23
15852,20250708,10,205,600010,4,7,4726.6,KG,2025-07-24,2025-07-26,16
15853,20251016,6,105,600008,7,2,800.7,KG,2025-10-21,2025-10-21,5
15854,20250120,2,105,600008,4,5,18635.6,KG,2025-02-10,2025-02-12,21
15855,20250505,11,101,205,5,7,95.4,KG,2025-05-29,2025-06-04,24
15856,20250506,9,300005,105,3,3,17669.8,KG,2025-05-08,2025-05-06,2
15857,20251208,11,300004,600005,2,4,1002.6,KG,2025-12-13,2025-12-10,5
15858,20250923,1,205,600001,7,2,19417.6,KG,2025-09-28,2025-09-27,5
15859,20250327,8,204,101,6,7,8716.7,KG,2025-04-28,2025-04-28,32
15860,20251212,9,203,600003,7,6,20270.4,KG,2025-12-16,2025-12-15,4
15861,20250709,3,300007,600007,8,1,2447.0,KG,2025-07-18,2025-07-20,9
15862,20250916,8,300006,600004,7,6,3828.3,KG,2025-09-19,2025-09-16,3
15863,20250926,12,300003,203,4,5,154.0,KG,2025-10-18,2025-10-15,22
15864,20250407,11,101,600002,1,2,1606.6,KG,2025-04-14,2025-04-14,7
15865,20250708,8,103,600009,5,7,1263.9,KG,2025-08-03,2025-08-13,26
15866,20251226,6,101,205,6,5,4612.0,KG,2026-01-29,2026-01-26,34
15867,20250527,6,101,600002,8,1,3314.7,KG,2025-06-01,2025-05-31,5
15868,20251003,8,300006,101,8,1,5715.9,KG,2025-10-13,2025-10-19,10
15869,20251224,1,103,600001,8,8,11197.6,KG,2025-12-30,2025-12-28,6
15870,20251113,9,300003,600008,5,7,21535.1,KG,2025-12-12,2025-12-22,29
15871,20250405,6,300006,205,6,5,2772.4,KG,2025-05-10,2025-05-10,35
15872,20251107,8,205,600004,1,7,3105.8,KG,2025-11-09,2025-11-21,2
15873,20250418,3,105,201,7,2,6412.2,KG,2025-04-19,2025-04-16,1
15874,20250318,1,205,600003,7,2,1096.8,KG,2025-03-19,2025-03-18,1
15875,20250123,2,300007,600008,8,8,8081.6,KG,2025-02-03,2025-02-13,11
15876,20251010,7,202,105,5,5,20184.5,KG,2025-11-03,2025-11-07,24
15877,20250317,1,102,205,8,1,6777.1,KG,2025-03-24,2025-03-31,7
15878,20250613,7,104,201,8,1,13075.4,KG,2025-06-24,2025-07-03,11
15879,20251119,12,105,600008,4,7,1087.8,KG,2025-12-19,2025-12-19,30
15880,20251111,7,202,600004,4,7,11169.9,KG,2025-12-08,2025-12-15,27
15881,20250917,2,300002,600003,6,1,14180.0,KG,2025-10-15,2025-10-15,28
15882,20250320,11,300006,101,8,8,1481.1,KG,2025-03-30,2025-03-29,10
15883,20250708,5,105,600007,1,3,792.9,KG,2025-07-12,2025-07-11,4
15884,20250701,6,300003,600007,2,2,632.5,KG,2025-07-05,2025-07-05,4
15885,20250306,12,105,203,6,1,206.4,KG,2025-03-24,2025-03-21,18
15886,20250218,8,300007,600003,5,1,485.6,KG,2025-03-08,2025-03-08,18
15887,20250912,7,204,201,4,1,15396.0,KG,2025-10-13,2025-10-12,31
15888,20251027,1,203,104,4,7,23489.8,KG,2025-12-01,2025-12-02,35
15889,20251010,11,300010,600005,3,1,1011.9,KG,2025-10-12,2025-10-10,2
15890,20250428,10,202,600007,5,1,4802.1,KG,2025-06-01,2025-05-31,34
15891,20250828,2,300005,204,2,7,13575.1,KG,2025-09-01,2025-09-01,4
15892,20250702,2,300001,104,8,1,16856.7,KG,2025-07-13,2025-07-13,11
15893,20250501,1,300006,102,8,8,11056.6,KG,2025-05-10,2025-05-08,9
15894,20250413,6,300003,105,1,4,2173.3,KG,2025-04-18,2025-04-15,5
15895,20250710,10,201,204,6,1,2880.5,KG,2025-08-11,2025-08-10,32
15896,20250530,1,201,204,5,5,17468.5,KG,2025-06-29,2025-06-29,30
15897,20251023,7,300008,204,8,8,2385.0,KG,2025-11-04,2025-11-02,12
15898,20250825,3,300006,600003,7,6,440.8,LBS,2025-08-27,2025-08-26,2
15899,20250414,1,103,205,7,6,2767.6,KG,2025-04-19,2025-04-17,5
15900,20250401,1,104,600003,7,6,10494.7,KG,2025-04-03,2025-04-02,2
15901,20250117,4,300008,203,6,5,2020.2,KG,2025-02-04,2025-02-01,18
15902,20250529,5,300004,204,4,7,1970.3,KG,2025-06-26,2025-06-29,28
15903,20250129,1,201,600003,7,2,4267.2,KG,2025-02-01,2025-02-01,3
15904,20250108,6,103,101,6,1,3608.0,KG,2025-01-23,2025-01-22,15
15905,20250831,8,202,104,8,8,9743.2,KG,2025-09-11,2025-09-10,11
15906,20250121,4,300010,600001,8,1,3213.5,KG,2025-01-28,2025-01-25,7
15907,20250418,12,201,600008,5,1,2801.8,KG,2025-05-05,2025-05-15,17
15908,20250710,12,300010,600009,4,7,1619.2,KG,2025-08-06,2025-08-06,27
15909,20250922,2,300009,102,7,2,7013.9,KG,2025-09-23,2025-09-21,1
15910,20250327,9,101,600007,7,2,15681.0,KG,2025-04-01,2025-03-31,5
15911,20250401,3,101,202,2,2,2825.3,KG,2025-04-05,2025-04-02,4
15912,20250731,5,103,600007,1,2,3592.9,KG,2025-08-04,2025-08-04,4
15913,20250718,1,300004,600002,6,1,15370.6,KG,2025-08-12,2025-08-10,25
15914,20250304,12,101,600008,4,7,610.4,KG,2025-04-06,2025-04-05,33
15915,20250501,5,205,600007,5,1,3811.8,KG,2025-05-31,2025-05-28,30
15916,20251112,8,104,102,8,8,6678.2,KG,2025-11-21,2025-11-22,9
15917,20250823,3,204,600002,4,5,2943.0,KG,2025-09-24,2025-09-22,32
15918,20251110,5,101,204,5,1,4776.4,KG,2025-12-03,2025-12-03,23
15919,20251112,5,300005,102,4,7,4995.6,KG,2025-11-30,2025-11-27,18
15920,20251206,8,300008,204,1,2,7104.4,KG,2025-12-10,2025-12-07,4
15921,20251226,10,201,203,7,2,1921.2,KG,2025-12-28,2025-12-28,2
15922,20250921,11,300009,600002,8,8,452.2,KG,2025-10-01,2025-10-04,10
15923,20250930,12,300003,205,8,1,180.9,KG,2025-10-07,2025-10-05,7
15924,20250707,10,300007,202,6,7,642.5,KG,2025-07-27,2025-07-26,20
15925,20251201,2,300001,600002,3,2,22892.9,KG,2025-12-08,2025-12-08,7
15926,20250111,12,101,202,2,7,2754.5,KG,2025-01-18,2025-01-23,7
15927,20250808,2,300006,101,3,2,20786.6,KG,2025-08-13,2025-08-13,5
15928,20250805,9,300002,105,5,5,20251.9,KG,2025-09-02,2025-08-30,28
15929,20250212,10,300010,600006,5,5,1957.6,KG,2025-03-11,2025-03-08,27
15930,20250718,7,105,600005,4,5,23494.3,KG,2025-08-20,2025-08-19,33
15931,20250919,2,300008,600008,4,1,12893.4,KG,2025-10-17,2025-10-15,28
15932,20250308,3,300005,105,1,4,4033.3,KG,2025-03-15,2025-03-15,7
15933,20251217,7,300009,103,6,5,22231.1,KG,2026-01-21,2026-01-20,35
15934,20250131,10,205,600004,2,3,1995.5,KG,2025-02-02,2025-01-31,2
15935,20251128,4,300007,600009,4,1,4457.9,KG,2026-01-02,2026-01-07,35
15936,20250226,7,105,600009,5,1,13042.1,KG,2025-04-02,2025-03-31,35
15937,20250204,8,300005,205,6,7,7699.7,KG,2025-02-23,2025-02-20,19
15938,20250630,2,300004,204,5,1,11211.6,KG,2025-07-30,2025-08-03,30
15939,20250806,8,202,104,4,5,5634.9,KG,2025-08-28,2025-08-26,22
15940,20250821,9,205,102,6,5,19314.3,KG,2025-09-14,2025-09-11,24
15941,20250405,1,300005,600007,2,4,23632.9,KG,2025-04-10,2025-04-07,5
15942,20251212,6,103,600009,4,1,2033.0,KG,2026-01-04,2026-01-01,23
15943,20251230,5,204,600001,8,8,3540.3,KG,2026-01-05,2026-01-05,6
15944,20250624,5,202,201,1,4,1824.6,KG,2025-07-01,2025-06-30,7
15945,20250228,4,300002,600006,6,7,3534.7,KG,2025-04-01,2025-03-29,32
15946,20250725,3,300009,205,1,2,8248.6,KG,2025-07-30,2025-07-30,5
15947,20250220,11,300008,203,7,2,553.9,KG,2025-02-21,2025-02-18,1
15948,20250910,7,300005,201,6,1,4881.9,KG,2025-09-28,2025-09-26,18
15949,20251214,10,205,600002,5,5,3797.7,KG,2026-01-14,2026-01-12,31
15950,20250902,2,203,101,7,6,8013.2,KG,2025-09-05,2025-09-02,3
15951,20251225,6,300005,201,7,2,3594.8,KG,2025-12-28,2025-12-27,3
15952,20250609,10,104,600002,7,2,4627.8,KG,2025-06-13,2025-06-11,4
15953,20250509,1,204,600003,2,2,9459.0,KG,2025-05-15,2025-05-13,6
15954,20250709,10,300004,204,4,1,2845.3,KG,2025-08-10,2025-08-09,32
15955,20250916,9,203,204,4,7,3052.9,KG,2025-10-18,2025-10-24,32
15956,20251022,12,103,202,8,8,1790.2,KG,2025-11-01,2025-10-30,10
15957,20250729,1,300007,600003,5,1,18235.6,KG,2025-08-19,2025-08-17,21
15958,20250407,6,103,201,5,1,2619.6,KG,2025-05-03,2025-05-01,26
15959,20250817,1,105,102,5,5,7004.0,KG,2025-09-03,2025-09-02,17
15960,20250926,6,300004,202,5,7,2079.9,KG,2025-10-21,2025-10-18,25
15961,20250514,5,300001,101,7,6,1540.7,KG,2025-05-18,2025-05-16,4
15962,20250106,10,300006,600005,7,2,4413.7,KG,2025-01-08,2025-01-14,2
15963,20250925,4,300002,103,7,6,226.1,LBS,2025-09-27,2025-09-24,2
15964,20250923,11,300004,600009,8,1,1403.4,KG,2025-10-03,2025-10-12,10
15965,20250822,7,202,101,7,6,19228.0,KG,2025-08-25,2025-08-25,3
15966,20250327,3,300003,102,5,1,2843.6,KG,2025-04-15,2025-04-13,19
15967,20250403,8,300008,202,7,2,2258.4,KG,2025-04-04,2025-04-04,1
15968,20250918,2,102,600007,4,5,8908.2,KG,2025-10-18,2025-10-16,30
15969,20250529,4,205,600004,2,4,1914.8,KG,2025-06-01,2025-05-31,3
15970,20250121,4,300002,103,7,6,3146.4,KG,2025-01-25,2025-01-23,4
15971,20250426,10,203,103,4,1,3883.5,KG,2025-05-30,2025-06-02,34
15972,20250417,4,103,204,7,6,971.5,KG,2025-04-21,2025-04-19,4
15973,20250904,10,300009,600008,5,5,4107.1,KG,2025-10-01,2025-09-29,27
15974,20250629,4,300002,103,6,7,1088.9,KG,2025-07-31,2025-07-31,32
15975,20251224,4,300008,600003,1,7,3238.3,KG,2025-12-28,2025-12-26,4
15976,20250324,2,300001,105,5,5,24911.2,KG,2025-04-09,2025-04-07,16
15977,20251223,11,300009,600006,4,5,1096.8,KG,2026-01-19,2026-01-21,27
15978,20250918,9,300004,102,2,7,18509.9,KG,2025-09-20,2025-09-27,2
15979,20251219,9,300008,202,7,2,10261.4,KG,2025-12-20,2025-12-17,1
15980,20251110,10,300006,600007,5,1,2079.0,KG,2025-12-06,2025-12-04,26
15981,20250417,4,104,202,5,1,1841.5,KG,2025-05-13,2025-05-10,26
15982,20251016,3,300004,600006,4,5,5062.3,KG,2025-11-17,2025-11-17,32
15983,20251205,6,105,600003,8,8,4558.6,KG,2025-12-13,2025-12-13,8
15984,20250509,4,102,600005,8,1,342.2,KG,2025-05-19,2025-05-17,10
15985,20250501,12,300004,204,8,1,775.8,KG,2025-05-13,2025-05-13,12
15986,20250831,2,300002,102,2,2,16748.9,KG,2025-09-02,2025-09-02,2
15987,20251226,4,102,600008,8,8,2131.7,KG,2026-01-02,2026-01-02,7
15988,20251008,7,205,600005,6,1,20430.7,KG,2025-11-08,2025-11-08,31
15989,20250721,5,104,202,6,7,4652.8,KG,2025-08-06,2025-08-06,16
15990,20250516,7,300006,101,3,1,5876.4,KG,2025-05-18,2025-05-16,2
15991,20250731,9,300004,600002,8,8,18559.3,KG,2025-08-06,2025-08-06,6
15992,20250201,11,201,600009,8,1,994.5,KG,2025-02-08,2025-02-07,7
15993,20250509,7,205,202,7,2,13380.7,KG,2025-05-13,2025-05-11,4
15994,20251216,1,300004,203,2,2,19105.0,KG,2025-12-18,2025-12-16,2
15995,20250820,4,300009,600010,7,2,539.2,KG,2025-08-24,2025-08-23,4
15996,20250205,11,300001,204,6,1,61.0,KG,2025-02-22,2025-02-22,17
15997,20250403,7,105,201,5,1,1570.6,KG,2025-04-25,2025-04-25,22
15998,20250116,11,300004,600001,1,3,1977.0,KG,2025-01-22,2025-01-19,6
15999,20250505,11,102,600010,8,8,1809.3,KG,2025-05-12,2025-05-11,7
16000,20251215,9,203,101,5,7,16183.6,KG,2026-01-11,2026-01-09,27
16001,20250113,3,300006,203,4,1,8619.1,KG,2025-01-28,2025-01-26,15
16002,20251016,1,300008,101,6,1,12522.7,KG,2025-11-07,2025-11-04,22
16003,20251002,3,300006,600007,6,1,630.3,KG,2025-10-26,2025-10-25,24
16004,20251208,12,201,203,7,2,1898.3,KG,2025-12-09,2025-12-07,1
16005,20251126,4,204,600004,7,2,2027.4,KG,2025-11-29,2025-11-29,3
16006,20250516,10,300006,203,6,7,3347.8,KG,2025-06-13,2025-06-12,28
16007,20250620,12,205,600002,5,7,1578.5,KG,2025-07-08,2025-07-12,18
16008,20250307,4,300003,202,6,1,1026.1,KG,2025-03-29,2025-03-27,22
16009,20250412,2,300005,204,2,3,21175.4,KG,2025-04-17,2025-04-16,5
16010,20250226,11,102,600006,7,2,1361.1,KG,2025-02-28,2025-02-26,2
16011,20250227,3,300003,600007,2,2,826.1,KG,2025-03-02,2025-02-27,3
16012,20250603,11,103,600001,6,1,219.9,KG,2025-06-19,2025-06-18,16
16013,20251002,4,300001,600010,7,2,633.0,KG,2025-10-05,2025-10-05,3
16014,20250808,8,205,600009,7,6,4260.8,KG,2025-08-10,2025-08-09,2
16015,20250409,8,205,600007,5,7,6425.3,KG,2025-05-07,2025-05-05,28
16016,20250123,5,103,600005,7,2,2705.2,KG,2025-01-25,2025-01-25,2
16017,20250731,4,203,600005,1,7,4116.5,KG,2025-08-06,2025-08-03,6
16018,20250722,10,104,105,4,7,2887.1,KG,2025-08-08,2025-08-06,17
16019,20250529,1,300008,600006,8,1,6251.5,KG,2025-06-09,2025-06-06,11
16020,20250321,8,300005,600001,4,7,4079.7,KG,2025-04-16,2025-04-16,26
16021,20251109,8,103,202,5,5,3087.3,KG,2025-11-28,2025-12-04,19
16022,20250110,7,102,104,7,2,9829.8,KG,2025-01-14,2025-01-13,4
16023,20250311,5,201,600009,2,4,4321.3,KG,2025-03-13,2025-03-13,2
16024,20250730,3,300009,201,6,7,8635.1,KG,2025-08-30,2025-08-30,31
16025,20250117,1,300009,203,4,7,8039.7,KG,2025-02-19,2025-02-16,33
16026,20250828,1,103,102,6,1,15187.8,KG,2025-09-29,2025-09-26,32
16027,20250321,2,205,600002,6,1,6850.5,KG,2025-04-25,2025-04-24,35
16028,20250119,12,202,203,6,1,831.9,KG,2025-02-16,2025-02-15,28
16029,20250410,5,103,600009,8,1,2731.2,KG,2025-04-19,2025-04-19,9
16030,20250515,10,300002,105,7,6,1266.1,KG,2025-05-16,2025-05-14,1
16031,20250224,5,201,600003,6,7,2483.9,KG,2025-03-26,2025-04-05,30
16032,20250911,4,300009,103,5,5,4830.2,KG,2025-10-08,2025-10-08,27
16033,20250605,10,300010,202,6,5,3891.0,KG,2025-06-30,2025-07-03,25
16034,20250121,11,300006,600010,8,1,1435.9,KG,2025-01-29,2025-01-26,8
16035,20251023,3,104,600005,7,2,9483.4,KG,2025-10-24,2025-10-22,1
16036,20250603,1,300006,600010,6,5,2243.9,KG,2025-06-29,2025-07-01,26
16037,20250702,5,104,600010,5,7,2032.2,KG,2025-08-03,2025-07-31,32
16038,20250319,11,300010,102,8,8,282.0,KG,2025-03-25,2025-03-22,6
16039,20251121,3,105,600004,4,1,1519.5,KG,2025-12-12,2025-12-12,21
16040,20250213,3,300009,104,3,3,9241.3,KG,2025-02-17,2025-02-14,4
16041,20250110,5,201,204,7,2,4434.2,KG,2025-01-14,2025-01-14,4
16042,20251205,8,300010,201,7,2,2068.3,KG,2025-12-06,2025-12-04,1
16043,20250827,1,103,205,8,8,20249.3,KG,2025-09-04,2025-09-13,8
16044,20250526,4,300005,201,5,1,2226.3,KG,2025-06-13,2025-06-12,18
16045,20251207,11,300005,104,4,1,995.3,KG,2026-01-01,2026-01-02,25
16046,20250508,9,203,600001,8,1,5918.3,KG,2025-05-13,2025-05-10,5
16047,20250805,11,203,202,7,6,178.2,LBS,2025-08-09,2025-08-09,4
16048,20251002,7,300008,600010,4,7,10488.3,KG,2025-10-20,2025-10-17,18
16049,20251029,4,300001,600004,6,7,1728.0,KG,2025-11-20,2025-11-19,22
16050,20250827,10,201,600003,6,1,4620.3,KG,2025-09-13,2025-09-10,17
16051,20250902,3,300004,201,6,1,3536.5,KG,2025-09-19,2025-09-19,17
16052,20250622,3,104,600008,7,2,1546.2,KG,2025-06-24,2025-06-24,2
16053,20250801,6,205,600005,8,8,327.1,KG,2025-08-10,2025-08-10,9
16054,20251226,3,300001,600003,7,2,9998.9,KG,2025-12-27,2025-12-26,1
16055,20250704,5,104,600010,7,2,3015.5,KG,2025-07-06,2025-07-08,2
16056,20250506,7,104,205,3,7,3790.4,KG,2025-05-13,2025-05-10,7
16057,20250527,9,202,600009,3,4,7908.4,KG,2025-06-03,2025-06-03,7
16058,20251112,10,105,104,4,1,2379.0,KG,2025-12-05,2025-12-04,23
16059,20250526,12,300010,104,7,6,2989.0,KG,2025-05-27,2025-05-24,1
16060,20250131,2,300001,600009,1,4,19679.4,KG,2025-02-02,2025-02-01,2
